student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category,study_hours_category,attendance_category
S02607,Female,15,Bachelor,High,Yes,Moderate,3.6,93.9,8.19,0.5,92.9,73.6,0,Yes,88.4,78.8,89.4,74.6,81.7,3.61,Pass,B,Moderate,Excellent
S02608,Male,16,Master,High,Yes,Moderate,2.13,100.0,7.15,4.6,73.6,82.3,1,No,48.6,40.6,43.7,40.0,41.2,1.72,Fail,F,Moderate,Excellent
S02609,Female,16,Master,Medium,Yes,Moderate,1.22,75.2,5.63,4.0,73.4,75.3,2,No,25.5,42.6,32.6,44.6,35.1,1.47,Fail,F,Low,Good
S02610,Female,18,Master,Low,No,Quiet,4.12,100.0,7.08,1.5,71.3,77.7,1,No,86.5,73.6,61.3,68.7,72.1,3.18,Pass,C,High,Excellent
S02611,Female,16,High School,Medium,Yes,Moderate,5.23,84.3,5.78,2.4,95.0,67.5,2,No,66.1,77.4,70.6,64.0,66.6,2.88,Pass,C,High,Good
S02612,Female,15,High School,Medium,Yes,Noisy,2.2,80.9,6.81,0.0,93.2,80.5,2,No,42.7,40.6,42.3,46.5,40.3,1.56,Fail,F,Moderate,Good
S02613,Female,17,High School,Medium,Yes,Noisy,3.99,86.5,8.05,1.4,100.0,80.2,2,No,63.2,43.6,56.7,45.5,53.0,1.89,Pass,D,Moderate,Good
S02614,Female,18,High School,Low,Yes,Moderate,6.12,73.1,8.46,2.2,67.8,82.8,0,Yes,74.6,74.1,70.3,84.2,77.3,2.93,Pass,C,Very High,Average
S02615,Female,18,Master,Medium,Yes,Noisy,2.77,84.8,7.28,3.0,70.7,49.5,4,Yes,37.0,22.3,51.6,17.4,33.3,1.02,Fail,F,Moderate,Good
S02616,Female,16,Bachelor,Low,Yes,Moderate,2.8,82.6,8.34,2.3,100.0,51.7,2,Yes,47.4,44.9,51.7,40.3,44.4,1.77,Fail,F,Moderate,Good
S02617,Female,18,High School,High,Yes,Quiet,3.67,75.6,6.54,2.7,99.9,71.8,3,No,53.5,38.1,58.3,53.2,50.2,2.07,Pass,D,Moderate,Good
S02618,Male,17,High School,Low,Yes,Quiet,2.66,78.5,8.7,1.0,65.1,64.0,2,No,63.8,63.3,70.2,61.9,65.5,2.54,Pass,C,Moderate,Good
S02619,Male,18,High School,Medium,Yes,Quiet,4.61,96.4,6.28,3.0,66.6,88.6,0,No,70.8,72.8,67.3,64.8,65.7,2.32,Pass,C,High,Excellent
S02620,Male,17,Bachelor,Low,No,Moderate,2.52,83.2,6.19,5.0,83.8,56.9,5,No,54.3,31.9,39.6,28.9,40.2,1.6,Fail,F,Moderate,Good
S02621,Male,15,Bachelor,Medium,Yes,Noisy,2.96,75.2,6.54,3.2,98.6,83.4,1,No,24.8,46.0,42.6,47.9,40.7,0.94,Fail,F,Moderate,Good
S02622,Male,15,Master,High,Yes,Noisy,1.27,89.5,6.25,2.6,66.4,45.0,2,No,51.5,37.5,62.7,50.2,48.6,2.21,Fail,F,Low,Good
S02623,Female,17,Master,Low,Yes,Quiet,2.72,92.7,7.52,1.4,81.3,47.2,6,No,29.4,45.1,49.1,34.7,37.8,1.57,Fail,F,Moderate,Excellent
S02624,Female,16,High School,Low,No,Moderate,1.79,85.0,8.25,2.0,96.3,69.7,3,Yes,41.1,44.7,40.4,42.8,41.8,1.8,Fail,F,Low,Good
S02625,Female,18,High School,Low,No,Moderate,3.42,72.7,7.02,0.5,77.0,75.3,0,Yes,62.5,60.8,55.5,45.0,53.7,1.99,Pass,D,Moderate,Average
S02626,Female,16,High School,Medium,Yes,Noisy,1.0,59.5,7.31,0.3,78.9,79.7,2,No,25.5,38.4,36.8,36.3,37.8,1.31,Fail,F,Low,Low
S02627,Female,18,High School,Medium,Yes,Quiet,4.18,76.0,5.62,2.4,100.0,84.6,3,No,67.1,63.2,55.8,68.6,61.3,1.83,Pass,D,High,Good
S02628,Female,15,Master,Medium,Yes,Moderate,1.95,95.5,7.1,3.3,73.7,74.8,7,No,49.9,69.0,50.7,52.9,57.0,2.26,Pass,D,Low,Excellent
S02629,Female,15,Bachelor,Medium,Yes,Noisy,5.14,94.6,8.77,1.2,99.0,68.7,1,No,63.6,75.5,72.7,57.5,69.6,2.82,Pass,C,High,Excellent
S02630,Male,15,Bachelor,Low,Yes,Noisy,4.64,77.0,8.41,4.3,77.8,58.1,0,No,36.9,40.2,56.7,55.9,43.9,1.08,Fail,F,High,Good
S02631,Male,18,Bachelor,High,Yes,Quiet,3.64,82.6,5.91,1.7,63.7,43.4,3,No,47.8,43.0,57.7,46.6,48.7,1.61,Fail,F,Moderate,Good
S02632,Male,15,High School,High,Yes,Quiet,1.15,92.0,6.56,2.4,88.4,80.3,1,No,38.0,46.6,47.6,52.6,47.0,1.62,Fail,F,Low,Excellent
S02633,Male,15,High School,High,Yes,Moderate,2.25,83.6,10.0,3.9,70.8,56.8,3,No,33.6,39.0,28.9,42.0,34.3,1.34,Fail,F,Moderate,Good
S02634,Female,15,Bachelor,High,Yes,Noisy,1.92,94.4,7.42,2.0,62.4,72.2,0,Yes,42.4,60.5,55.4,34.2,47.2,2.27,Fail,F,Low,Excellent
S02635,Female,15,Bachelor,Medium,Yes,Quiet,2.07,84.0,8.52,3.4,100.0,83.0,1,Yes,31.4,25.8,36.6,27.8,28.8,1.32,Fail,F,Moderate,Good
S02636,Female,16,High School,Medium,Yes,Noisy,4.89,89.8,8.59,3.4,86.3,100.0,2,No,66.9,61.9,54.8,65.3,64.8,2.87,Pass,D,High,Good
S02637,Male,15,Bachelor,Medium,Yes,Quiet,2.82,81.8,5.88,1.5,75.2,68.9,2,No,47.4,45.1,32.9,47.6,44.1,1.74,Fail,F,Moderate,Good
S02638,Female,15,Master,Low,Yes,Moderate,2.21,77.2,7.72,1.5,75.5,53.3,3,No,37.2,29.2,50.1,23.3,36.6,1.66,Fail,F,Moderate,Good
S02639,Female,16,Bachelor,Medium,Yes,Moderate,2.1,96.7,7.19,4.3,100.0,72.3,3,No,36.3,31.4,41.1,39.4,39.0,1.39,Fail,F,Moderate,Excellent
S02640,Female,16,Bachelor,Low,Yes,Quiet,2.36,70.0,8.74,4.5,100.0,42.7,1,No,30.1,43.9,39.6,44.1,39.2,1.57,Fail,F,Moderate,Average
S02641,Male,18,Bachelor,Medium,Yes,Quiet,3.64,79.0,8.96,3.4,71.8,67.5,0,No,63.4,63.4,56.8,66.0,58.9,2.79,Pass,D,Moderate,Good
S02642,Female,17,Bachelor,Medium,Yes,Moderate,1.05,84.1,6.17,1.2,84.0,70.3,3,No,46.3,34.8,27.7,43.3,39.7,1.69,Fail,F,Low,Good
S02643,Male,15,Master,Low,Yes,Noisy,3.12,93.6,10.0,3.8,74.5,72.3,3,No,54.9,63.5,46.9,57.5,51.2,1.71,Pass,D,Moderate,Excellent
S02644,Male,15,PhD,Low,Yes,Quiet,3.51,76.2,7.17,2.1,91.5,88.1,0,No,72.2,82.8,92.5,75.6,79.3,2.94,Pass,C,Moderate,Good
S02645,Male,15,High School,Medium,Yes,Moderate,0.92,86.3,7.63,0.6,74.7,80.7,4,No,44.0,49.4,47.5,45.8,44.5,1.38,Fail,F,Low,Good
S02646,Male,18,Bachelor,Low,Yes,Moderate,1.3,71.1,4.35,1.5,51.0,59.6,3,No,30.3,32.4,40.3,32.3,35.0,1.75,Fail,F,Low,Average
S02647,Female,15,High School,High,Yes,Moderate,2.94,89.4,8.01,2.2,64.5,90.2,1,No,68.9,74.3,64.9,46.0,62.9,2.55,Pass,D,Moderate,Good
S02648,Male,17,High School,Low,Yes,Noisy,4.73,100.0,4.85,4.1,95.6,89.2,2,No,87.4,79.2,78.3,90.8,85.6,3.63,Pass,B,High,Excellent
S02649,Male,16,Bachelor,Medium,Yes,Moderate,4.44,65.4,6.86,1.3,69.2,57.3,3,Yes,38.5,40.1,44.5,38.6,41.8,1.49,Fail,F,High,Average
S02650,Female,18,Master,Medium,Yes,Moderate,2.27,77.7,6.45,1.1,91.8,45.3,3,No,45.2,51.2,44.3,59.6,52.1,2.22,Pass,D,Moderate,Good
S02651,Female,16,High School,Low,Yes,Moderate,4.69,93.4,7.47,1.8,85.6,36.9,2,Yes,77.3,75.0,78.6,68.4,75.1,3.02,Pass,C,High,Excellent
S02652,Male,15,High School,Medium,Yes,Moderate,2.62,100.0,7.18,2.3,69.3,79.2,2,No,54.9,61.1,38.5,47.8,50.7,2.42,Pass,D,Moderate,Excellent
S02653,Female,15,High School,Medium,Yes,Quiet,2.61,90.9,7.59,3.5,77.7,85.3,4,No,34.5,38.0,39.0,41.2,38.4,1.96,Fail,F,Moderate,Excellent
S02654,Male,15,Bachelor,High,Yes,Noisy,3.11,77.7,8.25,3.4,70.6,63.9,3,No,50.4,48.2,55.3,44.4,48.1,1.98,Fail,F,Moderate,Good
S02655,Male,17,High School,Medium,Yes,Quiet,4.01,83.5,6.0,0.0,74.3,69.7,4,Yes,44.0,52.5,54.5,41.1,43.7,1.66,Fail,F,High,Good
S02656,Male,17,High School,Low,No,Moderate,2.27,72.7,6.8,2.0,53.2,78.2,4,No,47.6,20.9,18.9,39.8,33.2,1.3,Fail,F,Moderate,Average
S02657,Male,18,Bachelor,Low,Yes,Moderate,2.52,93.1,6.15,2.7,78.3,74.6,4,No,46.5,43.9,46.6,44.4,46.2,1.49,Fail,F,Moderate,Excellent
S02658,Female,16,High School,Medium,Yes,Quiet,1.5,95.5,6.08,1.2,71.3,75.6,0,No,29.6,34.0,35.6,46.8,39.1,1.47,Fail,F,Low,Excellent
S02659,Male,15,Bachelor,Low,Yes,Quiet,3.42,99.1,8.93,1.3,81.1,100.0,1,No,50.2,60.2,56.8,48.1,51.9,1.68,Pass,D,Moderate,Excellent
S02660,Female,15,Master,Medium,Yes,Quiet,4.12,81.7,5.73,3.4,87.9,67.6,2,No,67.5,41.1,49.2,45.4,50.2,2.23,Pass,D,High,Good
S02661,Female,15,High School,High,Yes,Quiet,4.19,76.9,6.18,3.5,89.3,72.8,3,No,54.9,42.9,45.1,47.6,47.5,1.71,Fail,F,High,Good
S02662,Female,15,Bachelor,Medium,Yes,Noisy,1.36,99.9,9.19,2.2,71.5,61.5,2,No,42.3,41.8,34.4,31.4,37.6,1.66,Fail,F,Low,Excellent
S02663,Female,17,Bachelor,Medium,Yes,Noisy,2.54,98.8,6.87,3.1,70.3,86.5,2,No,47.8,50.5,51.9,56.0,46.7,2.04,Fail,F,Moderate,Excellent
S02664,Male,16,Bachelor,Medium,Yes,Quiet,4.49,75.1,6.94,3.2,77.7,92.9,1,Yes,54.0,71.3,60.6,49.0,56.6,2.01,Pass,D,High,Good
S02665,Female,16,Bachelor,High,Yes,Quiet,3.28,81.2,7.4,0.9,96.4,73.6,1,No,56.8,51.4,57.4,68.0,58.3,2.71,Pass,D,Moderate,Good
S02666,Male,18,High School,Low,Yes,Noisy,3.04,92.9,5.8,0.9,72.3,75.8,2,Yes,58.9,58.4,56.5,54.1,56.7,2.17,Pass,D,Moderate,Excellent
S02667,Female,17,Master,Medium,Yes,Quiet,3.01,82.5,6.08,1.9,69.7,90.7,4,No,45.4,59.9,56.3,68.8,57.9,2.38,Pass,D,Moderate,Good
S02668,Female,15,Master,High,Yes,Noisy,3.65,85.3,6.38,1.5,63.5,64.1,1,No,43.3,50.7,43.2,53.8,45.0,1.94,Fail,F,Moderate,Good
S02669,Male,16,High School,Low,Yes,Quiet,3.34,70.3,8.04,1.6,87.6,74.7,1,No,48.2,49.9,46.0,55.1,49.9,2.12,Fail,F,Moderate,Average
S02670,Male,16,High School,Medium,Yes,Moderate,2.31,73.8,7.67,2.4,75.6,45.8,2,No,38.1,39.5,20.5,23.6,31.0,1.49,Fail,F,Moderate,Average
S02671,Male,17,High School,High,Yes,Moderate,4.06,84.1,6.37,2.4,64.9,72.0,0,No,53.3,52.9,60.2,46.4,53.3,2.35,Pass,D,High,Good
S02672,Female,18,High School,Medium,Yes,Quiet,1.56,78.0,6.87,0.0,68.0,66.9,1,Yes,22.4,27.8,17.0,24.3,21.4,0.85,Fail,F,Low,Good
S02673,Female,18,Bachelor,Low,Yes,Quiet,4.59,73.5,7.78,2.6,90.0,88.0,2,No,89.5,71.6,76.3,64.7,73.0,2.93,Pass,C,High,Average
S02674,Male,15,High School,Medium,Yes,Moderate,1.92,81.9,4.62,2.1,82.2,67.4,3,No,51.4,36.8,45.5,42.8,43.3,1.71,Fail,F,Low,Good
S02675,Male,18,High School,Medium,Yes,Quiet,3.66,76.2,7.3,2.8,70.0,65.3,2,No,19.9,50.9,47.8,39.1,42.1,2.34,Fail,F,Moderate,Good
S02676,Male,16,Master,Medium,Yes,Moderate,2.8,85.3,7.76,1.5,88.6,94.1,0,Yes,55.7,59.0,60.4,59.9,58.1,2.2,Pass,D,Moderate,Good
S02677,Male,18,High School,Medium,Yes,Quiet,2.43,94.9,6.08,1.5,95.5,67.0,0,No,29.4,39.7,40.7,42.1,40.1,1.58,Fail,F,Moderate,Excellent
S02678,Female,15,Master,Low,Yes,Moderate,4.63,82.0,7.65,1.9,89.8,79.6,3,Yes,54.4,66.5,53.0,53.6,56.7,2.5,Pass,D,High,Good
S02679,Male,16,Bachelor,Medium,No,Moderate,3.89,80.7,7.02,4.1,83.1,91.3,3,Yes,55.0,53.9,55.0,44.9,51.0,1.83,Pass,D,Moderate,Good
S02680,Male,18,High School,Medium,Yes,Moderate,2.93,95.7,8.81,1.9,100.0,61.3,0,No,59.2,54.9,60.6,49.2,57.8,2.11,Pass,D,Moderate,Excellent
S02681,Male,18,Bachelor,High,Yes,Quiet,5.09,92.3,6.48,4.2,99.9,83.0,4,No,56.2,62.4,67.0,60.8,64.8,2.6,Pass,D,High,Excellent
S02682,Male,17,Bachelor,Low,Yes,Moderate,4.18,93.0,7.59,4.0,80.9,58.9,2,No,56.3,60.0,50.9,61.2,60.6,2.03,Pass,D,High,Excellent
S02683,Female,15,High School,High,Yes,Moderate,2.03,59.8,5.53,2.0,95.1,79.8,4,No,45.2,49.0,57.1,38.3,49.2,1.63,Fail,F,Moderate,Low
S02684,Male,18,High School,Low,Yes,Noisy,0.5,80.5,7.08,1.7,89.8,83.0,7,No,26.3,42.9,49.1,37.1,36.0,1.42,Fail,F,Low,Good
S02685,Female,17,Bachelor,Medium,Yes,Moderate,3.13,79.3,7.82,1.8,72.0,61.8,1,No,52.9,39.7,45.8,62.0,47.4,1.63,Fail,F,Moderate,Good
S02686,Male,16,Master,High,Yes,Quiet,4.66,76.7,6.47,2.3,100.0,36.0,3,No,69.8,55.3,50.8,63.0,60.0,2.79,Pass,D,High,Good
S02687,Male,17,Bachelor,Medium,Yes,Quiet,3.73,95.5,8.12,1.7,100.0,54.1,2,No,56.5,66.8,57.4,65.9,62.7,2.42,Pass,D,Moderate,Excellent
S02688,Female,17,High School,Low,Yes,Quiet,4.89,79.6,7.92,3.6,98.0,72.3,3,No,64.4,43.4,50.8,57.0,56.7,2.2,Pass,D,High,Good
S02689,Male,18,Bachelor,Low,Yes,Quiet,2.28,71.1,7.14,1.5,89.5,54.0,2,No,39.7,36.2,48.2,36.7,41.2,1.38,Fail,F,Moderate,Average
S02690,Female,18,Bachelor,Medium,Yes,Quiet,2.86,87.5,6.73,3.8,94.2,63.8,3,No,55.1,63.4,39.1,49.8,50.6,1.6,Pass,D,Moderate,Good
S02691,Female,18,Bachelor,Medium,Yes,Quiet,2.89,84.9,4.0,1.1,75.0,77.7,1,No,35.7,19.0,28.0,31.4,28.7,0.76,Fail,F,Moderate,Good
S02692,Male,17,Bachelor,High,No,Quiet,3.29,75.8,6.35,0.0,96.4,65.7,2,No,62.1,53.7,51.4,56.4,58.1,2.12,Pass,D,Moderate,Good
S02693,Female,16,Bachelor,Medium,No,Quiet,3.92,95.2,8.1,0.0,60.7,71.2,3,No,54.3,57.3,68.2,51.3,57.4,2.12,Pass,D,Moderate,Excellent
S02694,Female,15,Master,High,Yes,Quiet,4.96,90.3,6.73,1.7,75.1,60.0,2,No,69.7,71.9,66.4,66.0,66.4,2.63,Pass,C,High,Excellent
S02695,Female,17,Bachelor,Medium,Yes,Quiet,5.21,90.3,7.45,1.3,42.4,98.2,1,No,66.9,66.7,64.3,78.1,69.9,2.95,Pass,C,High,Excellent
S02696,Female,18,Bachelor,High,Yes,Quiet,5.0,89.8,6.54,1.2,86.0,59.2,2,No,55.1,43.7,53.3,39.6,49.4,2.08,Fail,F,High,Good
S02697,Female,15,High School,Low,Yes,Moderate,3.8,95.9,5.57,4.0,95.4,69.3,2,No,57.4,60.4,59.5,53.2,58.9,2.23,Pass,D,Moderate,Excellent
S02698,Female,16,Master,High,Yes,Quiet,2.59,83.4,7.75,1.4,100.0,78.1,1,Yes,39.5,47.2,72.2,36.4,49.4,2.02,Fail,F,Moderate,Good
S02699,Female,15,Master,Medium,Yes,Quiet,3.27,72.6,5.77,0.0,76.8,54.3,5,No,42.3,52.6,45.5,46.3,46.3,1.91,Fail,F,Moderate,Average
S02700,Female,18,High School,High,Yes,Quiet,3.79,82.9,6.74,3.3,83.5,70.2,2,No,68.7,53.2,66.1,66.5,63.4,2.73,Pass,D,Moderate,Good
S02701,Male,17,Bachelor,Low,Yes,Moderate,3.16,68.4,7.36,4.5,79.8,66.9,3,No,35.9,48.7,44.7,53.6,42.0,1.62,Fail,F,Moderate,Average
S02702,Male,17,High School,Medium,Yes,Noisy,1.9,74.4,6.32,3.2,100.0,81.6,2,No,21.5,45.7,42.3,33.1,37.3,1.45,Fail,F,Low,Average
S02703,Female,18,Master,Medium,Yes,Quiet,2.45,100.0,8.57,1.5,85.0,70.6,3,No,64.4,55.4,45.9,52.5,53.9,1.73,Pass,D,Moderate,Excellent
S02704,Male,17,Bachelor,High,Yes,Moderate,4.04,74.0,8.97,2.8,100.0,61.2,3,Yes,65.2,65.9,65.8,49.4,62.6,2.54,Pass,D,High,Average
S02705,Female,18,High School,Medium,Yes,Moderate,2.7,73.3,6.19,1.3,98.7,74.5,2,Yes,44.0,39.5,40.1,45.0,39.7,1.47,Fail,F,Moderate,Average
S02706,Female,17,Master,Medium,Yes,Moderate,3.03,91.7,6.23,1.0,91.3,86.9,5,Yes,68.6,63.8,55.3,67.5,65.0,2.78,Pass,D,Moderate,Excellent
S02707,Male,17,High School,Medium,No,Noisy,2.91,93.6,6.56,2.2,71.6,65.5,1,Yes,61.9,48.1,59.1,70.4,59.9,2.47,Pass,D,Moderate,Excellent
S02708,Female,17,Master,Medium,Yes,Noisy,1.93,68.3,8.15,2.4,63.7,70.9,2,No,29.3,24.2,43.2,47.5,36.3,1.22,Fail,F,Low,Average
S02709,Female,16,Bachelor,Low,Yes,Quiet,2.79,87.5,7.49,2.2,81.3,68.8,1,No,54.9,52.1,35.8,56.9,55.2,2.12,Pass,D,Moderate,Good
S02710,Female,16,High School,Low,Yes,Quiet,2.45,79.5,7.75,5.0,81.5,76.0,2,No,43.5,37.4,43.4,29.7,40.4,2.24,Fail,F,Moderate,Good
S02711,Female,18,High School,Low,No,Moderate,2.17,88.3,8.32,2.6,62.5,58.6,3,No,48.9,48.3,41.0,68.4,48.9,1.46,Fail,F,Moderate,Good
S02712,Male,16,High School,Medium,Yes,Noisy,1.73,82.0,6.09,3.9,96.2,98.0,1,No,37.3,42.0,35.9,52.9,39.0,1.49,Fail,F,Low,Good
S02713,Female,18,Bachelor,High,Yes,Noisy,2.88,71.3,7.5,5.8,82.8,90.5,1,Yes,48.2,41.3,50.9,34.9,44.9,1.56,Fail,F,Moderate,Average
S02714,Female,15,Bachelor,High,Yes,Quiet,3.74,80.2,7.05,1.8,88.8,64.9,1,No,61.6,64.5,58.0,35.9,55.5,2.62,Pass,D,Moderate,Good
S02715,Female,15,High School,Low,Yes,Quiet,4.34,91.3,7.43,2.7,100.0,100.0,4,Yes,78.6,56.3,63.5,66.5,68.7,2.79,Pass,C,High,Excellent
S02716,Male,16,High School,Low,Yes,Moderate,1.33,100.0,8.15,3.7,68.4,33.5,5,Yes,49.0,48.3,40.3,47.6,47.6,2.4,Fail,F,Low,Excellent
S02717,Female,15,High School,Low,Yes,Moderate,4.93,88.9,6.85,2.7,48.8,83.0,2,Yes,66.9,52.2,50.7,64.4,57.5,2.06,Pass,D,High,Good
S02718,Male,15,Bachelor,Low,Yes,Moderate,3.35,81.1,6.3,2.1,71.2,100.0,1,No,59.4,63.2,46.4,56.5,57.1,1.95,Pass,D,Moderate,Good
S02719,Male,17,Bachelor,Low,Yes,Moderate,1.65,73.2,5.95,6.0,100.0,66.3,0,No,49.6,42.6,38.7,45.5,44.1,2.02,Fail,F,Low,Average
S02720,Female,17,High School,Medium,Yes,Quiet,2.52,83.4,8.75,4.3,80.1,83.3,4,Yes,55.1,63.8,56.0,61.8,56.6,2.24,Pass,D,Moderate,Good
S02721,Female,18,Bachelor,Medium,Yes,Noisy,0.75,81.2,6.96,0.0,77.2,83.4,2,No,51.7,59.5,61.2,59.2,54.5,2.13,Pass,D,Low,Good
S02722,Male,15,High School,Medium,Yes,Noisy,1.05,88.1,5.63,4.5,72.2,66.7,0,Yes,25.8,21.3,17.1,23.6,22.8,0.9,Fail,F,Low,Good
S02723,Female,18,Master,Medium,Yes,Moderate,5.07,84.4,8.38,4.9,79.9,78.5,1,No,47.9,53.9,58.2,60.0,54.6,1.88,Pass,D,High,Good
S02724,Male,18,Master,Medium,Yes,Moderate,2.16,89.8,5.29,4.3,71.4,95.6,3,Yes,46.0,56.7,45.7,35.5,46.7,1.81,Fail,F,Moderate,Good
S02725,Male,15,Bachelor,Medium,Yes,Moderate,3.64,81.4,5.45,3.6,72.6,57.2,0,Yes,44.0,43.2,60.1,46.6,46.5,2.09,Fail,F,Moderate,Good
S02726,Female,16,Master,High,Yes,Quiet,2.87,100.0,6.68,4.8,95.7,77.8,1,No,42.0,50.5,52.4,55.5,49.5,1.69,Fail,F,Moderate,Excellent
S02727,Female,15,Master,Medium,Yes,Quiet,3.02,90.8,6.45,3.8,100.0,84.5,0,No,44.0,52.9,56.0,41.1,48.0,2.04,Fail,F,Moderate,Excellent
S02728,Male,17,Master,Low,Yes,Quiet,3.44,77.9,7.31,3.4,67.4,60.0,3,Yes,23.2,44.3,31.1,30.1,31.2,1.23,Fail,F,Moderate,Good
S02729,Male,15,Bachelor,Low,Yes,Noisy,0.5,95.0,5.07,2.7,72.0,71.9,3,No,41.9,37.9,42.3,51.5,46.5,1.51,Fail,F,Low,Excellent
S02730,Male,16,High School,Low,Yes,Quiet,4.58,73.4,7.33,0.9,71.6,77.9,0,No,78.0,71.1,72.7,74.6,75.9,2.72,Pass,C,High,Average
S02731,Male,18,High School,Medium,Yes,Quiet,2.88,76.5,8.28,0.4,100.0,59.9,7,No,54.3,57.3,52.6,54.5,55.3,2.4,Pass,D,Moderate,Good
S02732,Female,18,High School,Low,Yes,Moderate,2.39,77.0,6.02,3.7,91.4,92.5,1,No,45.7,52.1,52.3,43.6,45.6,1.82,Fail,F,Moderate,Good
S02733,Female,17,Bachelor,Medium,Yes,Quiet,3.56,98.3,6.62,3.6,76.1,74.6,0,No,44.6,57.5,56.7,49.4,51.1,2.15,Pass,D,Moderate,Excellent
S02734,Female,17,High School,Low,Yes,Quiet,2.13,83.2,6.2,2.4,72.5,60.0,4,Yes,40.3,33.2,48.4,34.0,41.3,1.66,Fail,F,Moderate,Good
S02735,Female,17,High School,Medium,Yes,Moderate,3.25,78.7,7.32,1.2,100.0,53.5,1,No,47.2,53.5,51.2,49.6,50.2,1.55,Pass,D,Moderate,Good
S02736,Female,18,Bachelor,Low,Yes,Moderate,2.8,86.6,5.92,0.8,80.6,66.5,2,No,64.4,35.4,42.3,51.5,47.5,1.93,Fail,F,Moderate,Good
S02737,Male,17,High School,Medium,Yes,Moderate,3.85,90.4,5.8,2.0,79.4,65.9,2,No,49.1,54.2,46.9,58.9,52.3,1.93,Pass,D,Moderate,Excellent
S02738,Female,15,Bachelor,Low,Yes,Moderate,2.74,100.0,6.85,3.6,47.6,76.6,2,No,62.1,50.5,43.6,50.4,54.1,2.21,Pass,D,Moderate,Excellent
S02739,Female,18,Master,Low,Yes,Moderate,1.76,70.0,7.34,5.9,91.9,52.7,1,Yes,37.6,32.2,40.1,36.8,38.5,1.47,Fail,F,Low,Average
S02740,Female,16,Bachelor,High,Yes,Moderate,3.43,97.6,7.15,2.5,79.9,61.0,1,Yes,44.1,50.1,54.1,44.1,52.2,2.32,Pass,D,Moderate,Excellent
S02741,Female,18,Bachelor,Medium,Yes,Moderate,2.68,64.3,6.56,2.9,81.6,93.3,3,Yes,42.2,36.6,40.2,45.7,40.5,1.67,Fail,F,Moderate,Average
S02742,Female,15,Bachelor,Low,Yes,Quiet,0.81,94.1,7.67,4.2,81.5,47.4,6,Yes,36.8,49.2,32.5,39.6,39.6,1.65,Fail,F,Low,Excellent
S02743,Male,15,Bachelor,Medium,No,Moderate,3.24,96.6,7.23,2.4,94.1,61.5,1,Yes,42.3,31.1,31.2,35.7,32.4,0.92,Fail,F,Moderate,Excellent
S02744,Male,17,High School,Medium,Yes,Quiet,2.36,97.2,5.83,3.1,46.5,52.3,1,No,41.3,52.5,42.9,51.6,44.9,1.97,Fail,F,Moderate,Excellent
S02745,Male,18,Master,Medium,Yes,Quiet,3.41,90.7,4.32,3.7,62.1,73.7,3,No,31.3,35.9,34.0,36.6,36.0,1.67,Fail,F,Moderate,Excellent
S02746,Female,18,High School,Medium,Yes,Quiet,1.97,74.3,7.52,4.2,100.0,81.2,1,No,71.0,59.4,75.1,73.4,68.6,2.91,Pass,C,Low,Average
S02747,Male,18,High School,High,Yes,Quiet,1.55,92.5,6.74,2.6,61.6,100.0,0,Yes,44.0,49.7,40.6,53.5,49.1,2.55,Fail,F,Low,Excellent
S02748,Male,16,Master,Low,No,Moderate,4.42,74.3,5.89,1.8,68.6,85.0,0,No,61.0,61.4,60.4,58.5,62.9,2.51,Pass,D,High,Average
S02749,Female,17,High School,Medium,Yes,Moderate,4.01,75.6,8.63,2.8,98.8,52.2,2,No,87.3,80.3,74.8,77.4,80.0,3.02,Pass,C,High,Good
S02750,Female,15,High School,Medium,Yes,Quiet,2.99,80.4,8.61,0.0,80.8,78.8,4,No,70.6,57.9,55.8,48.3,54.0,1.91,Pass,D,Moderate,Good
S02751,Female,15,High School,Medium,Yes,Noisy,3.53,81.3,8.27,2.9,80.9,68.7,0,No,50.1,52.9,59.9,53.5,56.1,2.25,Pass,D,Moderate,Good
S02752,Male,17,High School,High,Yes,Moderate,3.97,87.4,7.23,3.8,100.0,63.3,4,No,54.3,63.9,67.8,65.4,62.5,2.45,Pass,D,Moderate,Good
S02753,Male,15,High School,High,Yes,Noisy,2.99,78.0,4.0,5.0,71.4,70.4,1,No,52.8,30.5,32.9,53.0,40.0,1.34,Fail,F,Moderate,Good
S02754,Female,15,High School,Medium,Yes,Moderate,1.55,88.3,8.18,3.9,72.0,83.4,4,No,50.6,58.3,47.2,52.0,52.1,2.02,Pass,D,Low,Good
S02755,Female,17,Bachelor,High,Yes,Quiet,3.36,71.3,6.08,0.0,91.4,82.5,2,Yes,63.8,65.5,55.8,62.1,64.3,2.62,Pass,D,Moderate,Average
S02756,Male,15,Master,Medium,Yes,Noisy,4.2,85.4,6.44,4.6,82.4,49.8,4,No,58.0,39.9,46.0,35.9,42.2,1.76,Fail,F,High,Good
S02757,Male,18,High School,Medium,No,Noisy,3.71,82.3,7.9,4.7,95.4,70.7,0,Yes,44.5,37.5,54.2,48.8,46.3,1.87,Fail,F,Moderate,Good
